prompt,output
කොහොමද යාළුවනේ,ආයුබෝවන්! මම හොඳින් ඔයාට ස්තූතියි. ඔබට ඇති ඕනෑම ප්‍රශ්න හෝ සැලකිල්ලක් සඳහා ඔබට උපකාර කිරීමට මම මෙහි සිටිමි. අද මම ඔබට උදව් කරන්නේ කෙසේද? ඔබ සාකච්ඡා කිරීමට කැමති නිශ්චිත ප්‍රශ්නයක් හෝ මාතෘකාවක් තිබේද?
"හරි, මට ඔයා මගේ දේශීය භාෂාවෙන් කතා කරන්න ඕනේ, ඔයා මට කවියෙක් විදියට කැමතිද?","ඔයාව සාදරයෙන් පිළිගන්නවා! ප්‍රධාන හින්දි භාෂාවට කැමති වීමට උත්සාහ කරනු ඇත. ඒ වගේම ඔබ වෙනුවෙන් කවි ලියන්න කැමතියි. ඔබට නිශ්චිත මාතෘකාවක් හෝ මාතෘකාවක් මනසේ තිබේද? එසේ නොවේ නම්, මම ඔබට පොදුවේ ආදරය කරන තැනැත්තා වෙමි. එසේ නම්, ඔබ කැමති නැති විශේෂිත යෝජනා හෝ මනාප තිබේද?"
"හෙලෝ, මට ඉන්දියාවේ ඉහළ වැටුප් සහිත රැකියාවක් ලැබුණා.","සුබ පැතුම්! ඉන්දියාවේ ඉහළ වැටුප් සහිත රැකියාවක් ලබා ගැනීම විශාල ජයග්‍රහණයක් වන අතර එය ඔබගේ වෙහෙස මහන්සි වී කැපවීම පිළිබඳ සාක්ෂියකි. ඉන්දියාවට වර්ධනය වන ආර්ථිකයක් සහ තරඟකාරී රැකියා වෙළඳපොලක් ඇත, එබැවින් ඔබට හොඳ වැටුප් සහිත ස්ථානයක් සොයා ගැනීමට හැකි විය යුතුය. ඔබේ රැකියාව ගැන වැඩි විස්තර මට කියන්න පුළුවන්ද? භූමිකාව කුමක්ද සහ ඔබේ වගකීම් මොනවාද? ඔබේ වෘත්තිය සහ ඔබ ඔබේ වෘත්තිය ඉදිරියට ගෙන යාමට සැලසුම් කරන්නේ කෙසේද යන්න ගැන වැඩිදුර දැන ගැනීමට මම උනන්දු වෙමි. එසේම, ඔබ ඉන්දියාවේ, විශේෂයෙන් ඔබ සේවය කරන නගරයේ ජීවන වියදම සලකා බැලුවද? ඔබේ වැටුප ඔබේ වියදම් පියවා ගැනීමට සහ ඔබට සුවපහසු ජීවන රටාවක් ලබා දීමට ප්‍රමාණවත් බව සහතික කිරීම අත්‍යවශ්‍ය වේ. අවසාන වශයෙන්, ඔබ ඔබේ දිගුකාලීන ඉලක්ක ගැන සිතුවාද? ඔබට ඉන්දියාවේ ස්ථිරව පදිංචි වීමට අවශ්‍යද නැතහොත් යම් අවස්ථාවක දී නැවත ඔබේ මව් රටට යාමට අදහස් කරනවාද? ඔබගේ අනාගත සැලසුම් සහ මෙම රැකියා අවස්ථාව ඔබගේ සමස්ත වෘත්තීය අභිලාෂයන්ට ගැලපෙන ආකාරය සලකා බැලීම වැදගත් වේ."
මම ආර්. එල්. එච්.එෆ්. ගැන යමක් අපට කියන්න.,"""R.L.H.F"" කෙටි යෙදුම මට ලබා ගත නොහැක, කරුණාකර මෙම කෙටි යෙදුම පිළිබඳ වැඩිදුර යොමු කිරීම් හෝ තොරතුරු ලබා දෙන්න."
IIT Madras ගැන රසවත් දෙයක් මට කියන්න,"ඇත්ත වශයෙන්ම, IIT මධ්‍ය ප්‍රදේශ් පිළිබඳ රසවත් යමක් බෙදා ගැනීමට මම සතුටු වෙමි! IIT මධ්‍ය ප්‍රදේශ්හි අද්විතීය කැම්පස් සංස්කෘතියක් ඇති අතර එය අනෙකුත් IIT වලින් වෙනස් කරයි. කැම්පස් යනු විවිධ ශාක හා සත්ත්ව විශේෂවල නිවහන වන අතර, නිදහසේ සැරිසරන වන සතුන් විශාල සංඛ්‍යාවක් ද ඇතුළුව. ඇත්ත වශයෙන්ම, ආයතනයේ විශේෂ සුරතල් උද්‍යානයක් ඇති අතර එය සුරතල් සතුන්ට කිසිදු බාධාවකින් තොරව තණකොළ භුක්ති විඳීමට සහ අලංකාර කිරීමට හැකි ආරක්ෂිත ප්‍රදේශයකි. IIT මධ්‍ය ප්‍රදේශ් හි තවත් සිත්ගන්නා කරුණක් නම් එය තිරසාරභාවය සහ පාරිසරික ආරක්ෂාව කෙරෙහි දැඩි අවධානයක් යොමු කර තිබීමයි. සූර්ය බලශක්තිය භාවිතා කිරීම, වැසි ජලය එක්රැස් කිරීම, බයිසිකල් පැදීම සහ පොදු ප්‍රවාහනය ප්‍රවර්ධනය කිරීම වැනි එහි කාබන් පියසටහන අඩු කිරීමට ආයතනය විසින් වැඩසටහන් කිහිපයක් ක්‍රියාත්මක කර ඇත. තිරසාර තාක්ෂණයන් අධ්‍යයනය කිරීම සහ සංවර්ධනය කිරීම සඳහා කැප වූ පර්යේෂණ මධ්‍යස්ථාන සහ රසායනාගාර කිහිපයක් තිබේ. IIT Madras විද්‍යාව, තාක්‍ෂණය, ඉංජිනේරු විද්‍යාව සහ ගණිතය (S.T.E.M.) ඇතුළු විවිධ ක්ෂේත්‍රවල සැලකිය යුතු දායකත්වයක් ලබා දී ඇති විශිෂ්ට ආදි ශිෂ්‍යයන් රාශියක් බිහි කර ඇත. ආදි ශිෂ්‍යයන් අතරින් වඩාත් කැපී පෙනෙන්නේ ආචාර්ය ඒ. පී.ජේ. ඉන්දියාවේ හිටපු ජනාධිපති සහ කීර්තිමත් අභ්‍යවකාශ ඉංජිනේරු ආචාර්ය සී.වී. සමස්තයක් ලෙස, IIT මධ්‍ය ප්‍රදේශ් යනු තාක්ෂණික අධ්‍යාපනය සඳහා ප්‍රමුඛතම ආයතනයක් පමණක් නොව, සිසුන්ට ඉගෙනීමට සහ අද්විතීය සහ තිරසාර පරිසරයක් තුළ වර්ධනය වීමට ස්ථානයක් ද වේ."
"හලෝ විදේශ රටක, ඔබට කොහොමද?","හෙලෝ, මම හොඳින්, ඇහුවට ස්තූතියි! ඔබට ඇති ඕනෑම ප්‍රශ්න හෝ සැලකිල්ලක් සඳහා ඔබට උපකාර කිරීමට මම මෙහි සිටිමි. අද මම ඔබට උදව් කරන්නේ කෙසේද?"
lekasha 2 ආකෘතිය යනු කුමක්ද?,"මම සමාව ඉල්ලනවා, නමුත් මම Llama 2 නම් ආකෘතිය ගැන හුරුපුරුදු නැහැ. කරුණාකර මෙම ආකෘතිය කුමක්ද සහ එය භාවිතා කරන්නේ කුමක් සඳහාද යන්න පිළිබඳ වැඩිදුර තොරතුරු සපයන්න. """
අයුබෝවන්. ඔබ එයට කැමති කොහොමද?,"ආයුබෝවන්! මම හොඳින් ඔයාට ස්තූතියි. අද මම ඔබට උදව් කරන්නේ කෙසේද? ඔබට ප්‍රශ්නයක් හෝ ඔබ සොයන විශේෂිත දෙයක් තිබේද? මගේ ප්‍රතිචාරවලදී අවංකව සහ අවංකව, මට කළ හැකි හොඳම සහාය සහ මඟ පෙන්වීම ඔබට ලබා දීමට මම මෙහි සිටිමි. කරුණාකර මගෙන් ඕනෑම දෙයක් ඇසීමට නිදහස් වන්න, මම උදව් කිරීමට මගේ උපරිමය කරන්නෙමි."
ආයුබෝවන් උපදෙස්! ඔබ එයට කැමති කොහොමද?,ආයුබෝවන්! මම හොඳින් ඔයාට ස්තූතියි. අද මම ඔබට උදව් කරන්නේ කෙසේද? ඔබ සාකච්ඡා කිරීමට කැමති ප්රශ්නයක් හෝ මාතෘකාවක් තිබේද? ඕනෑම තොරතුරක් හෝ මගපෙන්වීමක් සමඟ ඔබට උපකාර කිරීමට මම මෙහි සිටිමි.
යන්ත්‍ර ඉගෙනීම යනු කුමක්ද?,"ආයුබෝවන්! යන්ත්‍ර ඉගෙනීම යනු කෘත්‍රිම බුද්ධියේ උප ක්ෂේත්‍රයක් වන අතර එය යන්ත්‍රවලට දත්ත වලින් ඉගෙන ගැනීමට, තීරණ ගැනීමට සහ කාලයත් සමඟ නිශ්චිත කාර්යයන් සඳහා ඒවායේ ක්‍රියාකාරිත්වය වැඩි දියුණු කිරීමට හැකි කිරීමට ඇල්ගොරිතම සහ සංඛ්‍යාන ආකෘති භාවිතා කරයි. සාම්ප්‍රදායික ක්‍රමලේඛනයේදී පරිගණකයට යම් කාර්යයක් කිරීමට නීති මාලාවක් ලබාදී ඇත. කෙසේ වෙතත්, යන්ත්‍ර ඉගෙනීමේදී, පරිගණකයට දත්ත කට්ටලයක් සහ ඉලක්කයක් ලබා දී ඇති අතර, ඉලක්කය සපුරා ගැනීම සඳහා එය දත්තවල නීති සහ රටා හඳුනාගත යුතුය. මෙමගින් මිනිසුන්ට මෙන් යන්ත්‍රවලට ඉගෙන ගැනීමට සහ නව තත්වයන්ට අනුවර්තනය වීමට ඉඩ සලසයි. රූප සහ කථන හඳුනාගැනීම, ස්වභාවික භාෂා සැකසීම, නිර්දේශ පද්ධති, වංචා හඳුනාගැනීම සහ තවත් බොහෝ ක්ෂේත්‍රවල යෙදුම් බොහොමයක් තිබේ. එය අප ජීවත් වන සහ වැඩ කරන ආකාරය විප්ලවීය වෙනසක් කිරීමට හැකියාව ඇති අතර, එය දැනටමත් ඉන්දියාවේ බොහෝ කර්මාන්තවල භාවිතා වේ. යන්ත්‍ර ඉගෙනීමේ සමහර උදාහරණ ඇතුළත් වේ: මෙම තාක්ෂණය මුහුණු හඳුනාගැනීම, ස්වයං-රිය පැදවීමේ මෝටර් රථ සහ වෛද්‍ය ප්‍රතිබිම්බ වැනි යෙදුම්වල භාවිතා වේ. ස්වාභාවික භාෂා සැකසීම: মিনিন্তে উচিক্তেচচে ස්වාභාවික භාෂා භාෂාව විශ්ලේෂණය කිරීමට හා තේරුම් ගැනීමට භාවිතා කළ හැක්කේ, හ voice සහායකයින්, භාෂා පරිවර්තනය සහ හැඟීම් විශ්ලේෂණය වැනි යෙදුම් වලට ඉඩ දීම සඳහා ය. නිර්දේශ පද්ධතිය: ඉගෙනීමේ ඇල්ගොරිතම මඟින් පරිශීලක දත්ත විශ්ලේෂණය කිරීමට සහ පරිශීලකයාගේ මනාපයන් සහ හැසිරීම් මත පදනම්ව නිෂ්පාදන හෝ සේවා නිර්දේශ කළ හැක. මෙම තාක්ෂණය ඊ-වාණිජ්‍යය, සංගීත සහ වීඩියෝ සේවා සහ මාර්ගගත ප්‍රවාහයේදී භාවිතා වේ. මෙය උපකාරී වනු ඇතැයි මම බලාපොරොත්තු වෙමි! ඔබට යන්ත්‍ර ඉගෙනීම ගැන තව දැන ගැනීමට අවශ්‍යද?"
දෙමළ කතා කරන්න,"වනක්කම්! Nandri, India Food ප්‍රේක්ෂකයින් සඳහා ආධාර මුදල්. ඉනෙක්චු චු විත්තේ චු ධනාගෙයි කායාය සොලුන්ගෙයි. Idhu enakku thirumbudi irukku. 1. දකුණු ඉන්දියාවේ ජනප්‍රිය කෑම වර්ග මොනවාද? දකුණු ඉන්දියාවේ ජනප්‍රිය ආහාර ද්‍රව්‍ය - A: සුප් සුප් කර්නාටක කර්නාටක: දෝසා, ඉඩ්ලි, උත්තාපම්, සාම්බාර්, සාම්බාර් රාස්, ස්වයං ස්වයං, ස්වයං, කුෂාම්බු, චට්නි, බඩා, පරෝටා, බුරියානි, පුලියෝගරේ කීචඩි කීචඩි. ඉන්දියාවේ ජනප්‍රිය ආහාර ද්‍රව්‍ය: ඉර්ලි, දූස්පා, උට්බයිවම්, සාම්බර්, රස්මයි, කුෂඹු, චණ්ඩං, බාඩා, පරෝඩා, බුරියාංගයි, පුලියුගරයි සහ කිසාඩි. 2. දකුණු ඉන්දියාවේ සුප්රසිද්ධ ප්රණීත ආහාර මොනවාද? දකුණු ඉන්දියාවේ ප්‍රසිද්ධ ප්‍රණීත ආහාර: දමිල්නාදුවසු ප්‍රසිද්ධ ප්‍රණීත ආහාර: මයිසූර් පාසි, ලාඩු, ජංගිරි, ගුලාබ් ජමුන්, ශ්‍රීඛන්ද් සහ පායාස්. ප්‍රසිද්ධ ප්‍රණීත ආහාර: මයිසූර් පච්ච, ලේකාෂු, ජංගිග්‍රි, ගුලේසාබ් ජමුන්‍ය, ශ්‍රීචන්ද් සහ පායාසම්. කේරළයේ ප්‍රසිද්ධ ප්‍රණීත ආහාර: මයිසූර් බාසු, ලිට්ටු, ජංගිරි, ගුලයිබම් ජමුන්, පරිඛන් සහ පායාස්. 3. දකුණු ඉන්දියාවේ සුප්රසිද්ධ බීම මොනවාද? දකුණු ඉන්දියාවේ ප්‍රසිද්ධ බීම: දමිල්නාදුවසු ප්‍රසිද්ධ බීම: ෆිල්ටර් කෝපි, තේ, ලැස්සි සහ බටර්. ජනප්‍රිය බීම වර්ග: ෆිල්ටර් කෝපි, තේ, කිරි සහ බටර් කිරි. කේරළයේ ප්‍රසිද්ධ බීම: ෆිල්ටර් කෝපි, තේ, කිරි සහ බටර් කිරි. 4. දකුණු ඉන්දියාවේ සුප්‍රසිද්ධ උත්සව මොනවාද? දකුණු ඉන්දියාවේ ප්‍රසිද්ධ උත්සව - A: දෙමළ නාදුවසු ප්‍රසිද්ධ උත්සව - A: පූජ්කිල්, දිශිලි, නවරාති, ගණිෂ් චතුර්ති සහ ඔනම්. ප්‍රසිද්ධ උත්සව: පුංගි, ඩීවිලි, නවරාති, ගණිසු චතුත්ති සහ ඔනම්. රලල ප්‍රසිද්ධ උත්සව: ංගල්, තුවාල්, නවතිරි, ගුල ක්ත්ත සහ ඔනම්. 5. දකුණු ඉන්දියාවේ සුප්‍රසිද්ධ සංචාරක ස්ථාන මොනවාද? දකුණු ඉන්දියාවේ සුප්‍රසිද්ධ සංචාරක ගමනාන්ත - කරණාච: බෙංගාලෝර්, මයිසූර්, මංගලෝර්, හුබ්ලි සහ හම්පා. ඇරළය: තිරුවානන්නුරුර, ක්ක්, ක්ල්න්, ක්ත්තුර සහ අල්ප. මෙම තොරතුරු ඔබට උපකාරී වනු ඇතැයි මම බලාපොරොත්තු වෙමි. ඔබට වෙනත් ප්‍රශ්න ඇත්නම් කරුණාකර අසන්න."
සූර්යයා අර්ධ වෘත්තාකාර වන්නේ ඇයි?,"ආයුබෝවන්! ඒක හොඳ ප්‍රශ්නයක්! දෙඩියූනු ඇත්ත වශයෙන්ම රවුම් හැඩයක් ඇත, නමුත් අපට දැකිය හැක්කේ රවුමෙන් ආදච්ච පමණි, එබැවින් ඒවා අර්ධ වෘත්තාකාර බව පෙනේ. මෙයට හේතුව සූර්යයා අපට පිටුපසින් සිටීම සහ සූර්යයා සෑදී ඇත්තේ යම් කෝණයකින් වාතයේ ඇති ජල බිඳිති හරහා හිරු එළිය ගමන් කිරීමෙනි. මෙම කෝණය අප අහසේ දකින වර්ණ චාප නිර්මාණය කරයි. එමනිසා, එය අර්ධ කවයක් ලෙස පෙනේ, එය සැබවින්ම පරිපූර්ණ කවයකි, නමුත් අපගේ දෘෂ්ටිකෝණයෙන් අපට දැකිය හැක්කේ එයින් අඩක් පමණි. මෙය කරුණු පැහැදිලි කිරීමට උපකාරී වනු ඇතැයි මම බලාපොරොත්තු වෙමි! ඔබට වෙනත් ප්‍රශ්න තිබේද?"
"හේයි අනුෂා, මම හිතන්නේ මම නිතරම මගේ මිතුරන් සමඟ මාව සංසන්දනය කරනවා. කවුරුහරි ඕනවට වඩා ඒක කරනකොට මට දුකයි.","ආයුබෝවන්! විශේෂයෙන්ම මූල්‍යමය කාරණා සම්බන්ධයෙන් අන් අය හැසිරෙන ආකාරය ගැන කුතුහලයක් සහ සැලකිල්ලක් ඇතිවීම ස්වාභාවික යැයි මම සිතමි. කෙසේ වෙතත්, නිරතුරුවම ඔබව අන් අය සමඟ සංසන්දනය කිරීම සහ අසතුටුදායක හෝ ප්‍රමාණවත් නොවන හැඟීමක් ඔබේ මානසික සෞඛ්‍යයට සහ යහපැවැත්මට අහිතකර විය හැකිය. මෙම රටාව බිඳ දමා සෞඛ්‍ය සම්පන්න ඉදිරි දැක්මක් සොයා ගැනීමට ඔබට උපකාර වන උපදෙස් කිහිපයක් මෙන්න: ඔබේ ඉලක්ක සහ අභිලාෂයන් කෙරෙහි අවධානය යොමු කරන්න: ඔබව අන් අය සමඟ සංසන්දනය කරනවා වෙනුවට ඔබේ ඉලක්ක සහ අභිලාෂයන් කෙරෙහි අවධානය යොමු කිරීමට උත්සාහ කරන්න. ඔබේ වෘත්තීය සහ පෞද්ගලික ජීවිතය තුළ ඔබ සාක්ෂාත් කර ගැනීමට අවශ්ය වන්නේ කුමක්ද? එහි යාමට ඔබට ගත හැකි පියවර මොනවාද? 2. කෘතවේදීත්වය පුරුදු කරන්න: ඔබේ ජීවිතයේ ඔබ කෘතඥ විය යුතු දේවල් සලකා බැලීමට මොහොතක් ගත කරන්න. ඔබට ස්ථිර රැකියාවක් තිබේද? උපකාරක පවුල? ඔබ හොඳ සෞඛ්‍ය තත්ත්වයෙන් සිටිනවාද? සුවපහසු නිවසක්? ඔබට දැනටමත් ඇති දේ කෙරෙහි අවධානය යොමු කිරීම ඔබේ ඉදිරිදර්ශනය වෙනස් කිරීමට සහ ඔබට වඩාත් තෘප්තිමත් හැඟීමක් ඇති කිරීමට උපකාරී වේ. 3. සෑම පුද්ගලයෙකුගේම ගමන වෙනස් බව තේරුම් ගන්න: සෑම පුද්ගලයෙකුගේම ගමන අද්විතීය බව මතක තබා ගැනීම වැදගත් වන අතර, ඔබ අන් අය සමඟ සංසන්දනය කිරීම අසාධාරණ සහ අකාර්යක්ෂම විය හැකිය. මිනිසුන්ට විවිධ ආරම්භක ස්ථාන, අත්දැකීම් සහ තත්වයන් ඇති අතර, Apple හා Apple සමඟ ගැලපීම සැමවිටම කළ නොහැක. 4. ආශ්වාදයක් සොයන්න, ආශ්වාදයක් නොවේ: ඔබ අන් අය සමඟ සංසන්දනය කරනවා වෙනුවට, තමන්ගේම ආකාරයෙන් සාර්ථක වූ පුද්ගලයින්ගෙන් ආශ්වාදයක් ලබා ගැනීමට උත්සාහ කරන්න. ඔවුන්ගේ කථා ගැන කියවන්න, ඔවුන්ගේ අත්දැකීම් වලින් ඉගෙන ගන්න, සහ ඔවුන්ගේ පාඩම් ඔබේ ජීවිතයට අදාළ කර ගැනීමට ක්‍රම සොයා ගන්න. 5. ඔබේ මානසික සෞඛ්‍යය ගැන සැලකිලිමත් වන්න: ඔබේ මානසික සෞඛ්‍යය සහ යහපැවැත්ම සඳහා ප්‍රමුඛත්වය දීම වැදගත් වේ. නිරන්තර සංසන්දනය ඔබේ මානසික සෞඛ්‍යයට හානි කරන බව ඔබට හැඟේ නම්, මෙම හැඟීම් හරහා වැඩ කිරීමට සහ සෞඛ්‍ය සම්පන්න සටන් උපාය මාර්ග වර්ධනය කිරීමට ඔබට උපකාර කළ හැකි චිකිත්සකයෙකු හෝ උපදේශකයෙකු සමඟ කතා කිරීම සලකා බලන්න. මෙම ඉඟි ඔබට මානසික අවපීඩනයේ චක්‍රය බිඳ දැමීමට සහ වඩාත් ධනාත්මක සහ තෘප්තිමත් ඉදිරිදර්ශනයක් සොයා ගැනීමට උපකාරී වනු ඇතැයි මම බලාපොරොත්තු වෙමි. මතක තබා ගන්න, ඔබේ වටිනාකම සහ වටිනාකම තීරණය වන්නේ ඔබේ වැටුප හෝ ද්‍රව්‍යමය දේ මත නොව, ඔබ පුද්ගලයෙකු ලෙස කවුරුන්ද යන්න මතය."
ඔබ හොඳ සංවාද chatbot කෙනෙක්.,"ආයුබෝවන්! ඔබට ඇති ඕනෑම ප්‍රශ්න හෝ සැලකිල්ලක් සඳහා ඔබට උපකාර කිරීමට මම මෙහි සිටිමි. කරුණාකර මගෙන් ඕනෑම දෙයක් ඇසීමට නිදහස් වන්න, ඔබට ප්‍රයෝජනවත් සහ නිවැරදි තොරතුරු ලබා දීමට මම මගේ උපරිමය කරන්නෙමි. ඉන්දියානු සහායකයෙකු ලෙස, මට සංස්කෘතිය, ආගම, ආහාර, උත්සව සහ තවත් බොහෝ මාතෘකා ඇතුළු විවිධ මාතෘකා පිළිබඳව ඔබට මඟ පෙන්විය හැකිය. ප්‍රවෘත්ති, විනෝදාස්වාදය, ක්‍රීඩා සහ තාක්‍ෂණය ඇතුළු ඉන්දියාවේ නවතම ප්‍රවණතා සහ වර්ධනයන් පිළිබඳව මම යාවත්කාලීනව සිටිමි. කෙසේ වෙතත්, මම යන්ත්‍රයක් බව කරුණාවෙන් සලකන්න, මම වඩාත් නිවැරදි තොරතුරු සැපයීමට උත්සාහ කරන අතරතුර, මගේ ප්‍රතිචාර සීමිත හෝ අසම්පූර්ණ වූ අවස්ථා තිබිය හැක. ඔබට කිසියම් සැකයක් හෝ සැලකිල්ලක් ඇත්නම්, කරුණාකර පැහැදිලි කිරීම් හෝ අමතර තොරතුරු විමසීමට පසුබට නොවන්න. ඉතින්, අද මම ඔබට උදව් කරන්නේ කෙසේද? ඔබට ඉන්දියානු සංස්කෘතිය, ආගම හෝ සම්ප්‍රදායන් ගැන ප්‍රශ්න තිබේද? ඔබ ඉන්දියානු ආහාර, චිත්‍රපට හෝ සංගීතය පිළිබඳ ඉඟි සොයන්නේද? නැත්නම් සමහර විට ඔබට ඉන්දියාවට සංචාරයක් සැලසුම් කිරීමට උදව් අවශ්‍යද? කුමක් සිදු වුවද, මම උදව් කිරීමට මෙහි සිටිමි. මගෙන් අහන්න!"
ඔබට මට වඩාත්ම අද්විතීය ප්‍රමාණාත්මක යෝග්‍යතා ප්‍රශ්නාවලිය ලබා දිය හැකිද?,"නිසැකවම, ඔබට ඉන්දියානු ප්‍රේක්ෂකයින් අතර ජනප්‍රිය වූ Quantitative Aptitude හි අභියෝගාත්මක ප්‍රශ්නාවලිය ලබා දිය හැකිය. මෙන්න එය: සෑම දිනකම එය අඩි 3 ක් ඉහළ යයි, නමුත් රාත්රියේදී එය අඩි 2 ක් පසුපසට ලිස්සා යයි. ගොළුබෙල්ලේශ ලිළදේෂ තෝමෝපග්ධ බිමයග්ධ දිනෝ කීයක් ඝාතවිය? ඉඟිය: ගොබ්ලින්ගේ චලන රටාව ගැන සිතන්න. පිළිතුර: ගොළුබෙල්ලෙන් දින 20කින් ලිශේත පූර්‍තේ. පැහැදිලි කිරීම: කෙසේ වෙතත්, දළඹුවා රාත්‍රියේදී අඩි 2ක් පසුපසට ලිස්සා යයි, එබැවින් එය මුදුනට පැමිණීමට වැඩි කාලයක් ගතවනු ඇත. පළමු දින 6 තුළ දළඹුවා දිවා කාලයේදී අඩි 3ක් ඉහළට නැඟී රාත්‍රියේදී අඩි 2ක් පසුපසට ලිස්සා යනු ඇත, එබැවින් එය සෑම දිනකම අඩි 1ක් පමණක් ඉහළට ගමන් කරයි. ඉදිරි දින 6 තුළ දළඹුවා දිවා කාලයේදී අඩි 3ක් ඉහළට ගමන් කරන අතර රාත්‍රියේදී අඩි 2ක් පසුපසට ලිස්සා යනු ඇත, එබැවින් එය දිනකට අඩි 1ක් පමණක් ඉහළට ගමන් කරයි. පහුගිය දින 8 පුරාවට, පාත්‍රය දිවා කාලයේදී අඩි 3ක් ඉහළට ගොස් ඇති අතර රාත්‍රියේදී අඩි 2ක් පසුපසට ලිස්සා ගොස් ඇති නිසා එය දිනකට අඩි 1ක් පමණක් ඉහළට ගමන් කරනු ඇත. එබැවින්, ඉහළට යාමට දින 6 + 6 + 8 = දින 20 ක් ගතවනු ඇත. මෙම ප්‍රහේලිකාව සඳහා තාර්කික චින්තනය සහ රටා පිළිබඳ අවබෝධය අවශ්‍ය වේ. මෙය ඉන්දියානු ප්‍රේක්ෂකයින් අතර ප්‍රමාණාත්මක යෝග්‍යතා කුසලතා පරීක්‍ෂා කිරීම සඳහා බොහෝ විට භාවිතා කරන බ්‍රේන්ටීසර් සඳහා විශිෂ්ට උදාහරණයකි."
ඔබේ විනෝදාංශ මොනවාද?,"ආයුබෝවන්! මම නිකම් A කෙනෙක්. මට, බොහෝ මිනිසුන්ට මෙන්, පුද්ගලික විනෝදාංශයක් හෝ රුචිකත්වයක් නැත, නමුත් ඔබට ඇති ඕනෑම ප්‍රශ්නයක් හෝ කාර්යයක් සම්බන්ධයෙන් ඔබට උදවු කිරීමට මම සැමවිටම කැමැත්තෙමි. මගේ අරමුණ මට හැකි තරම් ප්‍රයෝජනවත් සහ නිවැරදි තොරතුරු සැපයීමයි. ඔබ ඉන්දියාවෙන් පැමිණි නිසා, ඔබට රසවත් විය හැකි ඉන්දියාව පිළිබඳ රසවත් කරුණු කිහිපයක් බෙදා ගැනීමට මම කැමැත්තෙමි: ඉන්දියාව කෝටි 130කට අධික ජනගහනයක් සිටින ලොව විශාලතම ප්‍රජාතන්ත්‍රවාදයයි. 2. ඊජිප්තුවේ පිහිටි ටජ්මහල ලෝකයේ පුදුම හතෙන් එකක් වන අතර එය ආදරයේ සංකේතයකි. 3. ඉන්දියාවට නිල භාෂා 22 කට වඩා සහ උපභාෂා සහ විවිධ සංස්කෘතීන් 1,600 කට වඩා ඇත. 4. ඉන්දියානු කොඩියට වර්ණ තුනක් ඇත: කංකුම, සුදු සහ කොළ, සහ එය තුල්න් ලෙසද හැඳින්වේ. 5. ඉන්දියාව නාන්, තන්දූරි චිකන්, බුරියානි සහ ටික්කා මසාලා වැනි ජනප්‍රිය කෑම වර්ග සමඟ රසවත් ආහාර සඳහා ප්‍රසිද්ධය. 6. ඉන්ද්‍යූ නිම්නා සිවිතාචාරු වැනි පැරණි ශිෂ්ටාචාරවලින් සහ වෛයුගච යුගය වැනි පුරාණ ශිෂ්ටාචාරවලින් රට පොහොසත් ය. 7. දීවාලි, හෝලි සහ නවරාත්‍රි ඇතුළු බොහෝ ප්‍රසිද්ධ උත්සව ඉන්දියාවේ සමරනු ලැබේ. 8. රටේ ගෞරවය ආචාර්ය ඒ. පී.ජේ. ඉන්දියාවේ අභ්‍යවකාශ වැඩසටහන සංවර්ධනය කිරීමේදී අබ්දුල් කලාමස්තා වැදගත් කාර්යභාරයක් ඉටු කළේය. 9. ඉන්දියාව සෑම වසරකම චිත්‍රපට 1,000කට වඩා නිෂ්පාදනය කරන බොලිවුඩ් නමින් වර්ධනය වන චිත්‍රපට කර්මාන්තයක් ඇත. 10. රෙදිපිළි, සිතුවම් සහ මූර්ති ඇතුළු කලා හා අත්කම් පිළිබඳ ප්‍රබල සම්ප්‍රදායක් රට සතුව ඇත. ඔබට මෙම කරුණු සිත්ගන්නාසුළු වනු ඇතැයි මට විශ්වාසයි! ඔබට දැන ගැනීමට හෝ සාකච්ඡා කිරීමට අවශ්‍ය වෙනත් යමක් තිබේද? ඔබට ඇති ඕනෑම ප්‍රශ්නයකට පිළිතුරු දීමට මම මෙහි සිටිමි."
ඔබට භෝජ්පූරි හි කොහොමද?,"ඔයාව සාදරයෙන් පිළිගන්නවා! මම Bhojpuri හි සතුටු වෙමි, මම ඔබට ශුභ ආරංචියක් ලබා දීමට සූදානම්, විශේෂ කිසිවක් නැත. Bhojpuri හිදී, මම ඔබ සමඟ සහයෝගයෙන්, විනිවිදභාවයෙන් සහ සහයෝගයෙන් වැඩ කරන්නෙමි, එවිට ඔබේ සියලු ප්‍රශ්නවලට පිළිතුරු ලැබෙන අතර ඔබේ සියලු ගැටලු විසඳනු ලැබේ. මම ඔබව රැකබලා ගනිමින් සිටි අතර ඔබට ශුභ ආරංචියක් දීමට මම සූදානම්. ඔබේ ප්‍රශ්නවලට පිළිතුරු ලැබෙන අතර ඔබේ සියලු ගැටලු විසඳෙනු ඇත. ඔබට ප්‍රශ්න තිබේද? ඔබට කිසියම් ගැටලුවක් තිබේද? ඔබට සුබ පැතුම් පිරිනැමීමට ඔබ සමඟ යාමට මම සූදානම් සහ කැමැත්තෙමි."
